type_propusk,name_dataset,metric_impute,metric_model,kl_divergence
MNAR_30,Ailerons_regression_goal.csv,KL_divergence_max,R2,-0.6324555320336759
MNAR_30,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.11952286093343936
MNAR_30,Ailerons_regression_goal.csv,KS_statistic_max,R2,-0.11952286093343936
MNAR_30,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.8366600265340756
MNAR_30,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.11952286093343936
MNAR_30,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,0.6324555320336759
MNAR_30,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,-0.6324555320336759
MNAR_30,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.11952286093343936
MNAR_30,Ailerons_regression_goal.csv,mean_ratio,R2,-0.11952286093343936
MNAR_50,Ailerons_regression_goal.csv,RMSE,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,MAE,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,R2,R2,0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,KL_divergence_median,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,KL_divergence_max,R2,-0.6324555320336759
MNAR_50,Ailerons_regression_goal.csv,KS_statistic_median,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,KS_statistic_max,R2,-0.11952286093343936
MNAR_50,Ailerons_regression_goal.csv,Wasserstein_2_median,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,Wasserstein_2_max,R2,-0.11952286093343936
MNAR_50,Ailerons_regression_goal.csv,kl_w_vs_w_hat,R2,
MNAR_50,Ailerons_regression_goal.csv,ks_w_vs_w_hat,R2,
MNAR_50,Ailerons_regression_goal.csv,wasserstein_2_w_vs_w_hat,R2,-0.8366600265340756
MNAR_50,Ailerons_regression_goal.csv,mean_ratio,R2,-0.8366600265340756
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,RMSE,R2,-0.447213595499958
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,MAE,R2,-0.894427190999916
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,R2,R2,0.447213595499958
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,KL_divergence_median,R2,-0.29814239699997197
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,KL_divergence_max,R2,-0.29814239699997197
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,KS_statistic_median,R2,-0.29814239699997197
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,KS_statistic_max,R2,-0.29814239699997197
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,Wasserstein_2_median,R2,0.0
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,Wasserstein_2_max,R2,0.14907119849998599
MAR_5,analcatdata_supreme_regression_Log_exposure.csv,kl_w_vs_w_hat,R2,0.14907119849998599
